playerName,age,hometown,college,team,number,height,weight,experience,id
"Washington, Daryl",30.0,"Dallas , TX",Texas Christian,Arizona Cardinals,58,187.96,107.95,5th season,darylwashington/496959
"Green-Beckham, Dorial",24.0,"St. Louis , MO",Oklahoma,Philadelphia Eagles,18,195.58,107.5,3rd season,dorialgreen-beckham/2552491
"Smith, Evan",30.0,"Salinas , CA",Idaho State,Tampa Bay Buccaneers,62,187.96,139.71,8th season,evansmith/2507701
"Marshall, Keith",23.0,"Raleigh , NC",Georgia,Washington Redskins,39,180.34,100.7,2nd season,keithmarshall/2555459
"Poutasi, Jeremiah",22.0,"Daly City , CA",Utah,Jacksonville Jaguars,73,195.58,151.95,3rd season,jeremiahpoutasi/2552590
"Smith, Preston",24.0,"Lithonia , GA",Mississippi State,Washington Redskins,94,195.58,121.56,3rd season,prestonsmith/2552276
"Roberts, Darryl",26.0,"Lakeland , FL",Marshall,New York Jets,27,182.88,82.55,3rd season,darrylroberts/2553353
"Hooper, Austin",22.0,"San Mateo , CA",Stanford,Atlanta Falcons,81,190.5,115.21,2nd season,austinhooper/2555415
"David, Lavonte",27.0,"Miami , FL",Nebraska,Tampa Bay Buccaneers,54,185.42,105.69,6th season,lavontedavid/2532828
"Blackmon, Justin",27.0,"Oceanside , CA",Oklahoma State,Jacksonville Jaguars,14,185.42,95.25,2nd season,justinblackmon/2533038
"Turner, Landon",24.0,"Morgantown , WV",North Carolina,New Orleans Saints,78,190.5,147.42,2nd season,landonturner/2556784
"Williams, Kyle",33.0,"Ruston , LA",LSU,Buffalo Bills,95,185.42,137.44,12th season,kylewilliams/2506931
"Arrington, Kyle",30.0,"Accokeek , MD",Hofstra,Baltimore Ravens,24,177.8,84.37,9th season,kylearrington/2507430
"Waller, Darren",24.0,"Landover , MD",Georgia Tech,Baltimore Ravens,84,198.12,115.67,3rd season,darrenwaller/2552408
"Banks, Johnthan",27.0,"Maben , MS",Mississippi State,Chicago Bears,35,187.96,83.91,5th season,johnthanbanks/2539262
"Dennard, Darqueze",25.0,"Dry Branch , GA",Michigan State,Cincinnati Bengals,21,180.34,89.81,4th season,darquezedennard/2543474
"Ngata, Haloti",33.0,"Inglewood , CA",Oregon,Detroit Lions,92,193.04,156.49,12th season,halotingata/2506879
"Countess, Blake",23.0,"Baltimore , MD",Auburn,Los Angeles Rams,29,175.26,83.46,2nd season,blakecountess/2556374
"Richards, Jordan",24.0,"Sacramento , CA",Stanford,New England Patriots,37,180.34,95.25,3rd season,jordanrichards/2552392
"LeBlanc, Cre'von",22.0,"West Palm Beach , FL",Florida Atlantic,Chicago Bears,22,177.8,86.18,2nd season,cre'vonleblanc/2556587
"Hargrave, Javon",24.0,"Salisbury , NC",South Carolina State,Pittsburgh Steelers,79,185.42,138.35,2nd season,javonhargrave/2555239
"McFadden, Leon",26.0,"Bellflower , CA",San Diego State,Dallas Cowboys,23,177.8,86.18,4th season,leonmcfadden/2539300
"Fabiano, Anthony",23.0,"Medford , MA",Harvard,Cleveland Browns,61,195.58,139.25,1st season,anthonyfabiano/2556520
"Edwards, Lac",25.0,Hastings Australia,Sam Houston State,New York Jets,4,193.04,94.8,2nd season,lacedwards/2555558
"Gooden, Zaviar",26.0,"Austin , TX",Missouri,Arizona Cardinals,52,185.42,104.78,4th season,zaviargooden/2539264
"McDermott, Kevin",27.0,"Nashville , TN",UCLA,Minnesota Vikings,47,195.58,108.86,5th season,kevinmcdermott/2541627
"Vigil, Zach",26.0,"Roy , UT",Utah State,Washington Redskins,59,187.96,108.86,3rd season,zachvigil/2553687
"Ragland, Reggie",23.0,"Madison , AL",Alabama,Buffalo Bills,59,187.96,114.31,2nd season,reggieragland/2555169
"Elliott, Jay",25.0,"Cleveland , OH",Toledo,Green Bay Packers,91,190.5,115.67,4th season,jayelliott/2550196
"Adams, Davante",24.0,"Redwood City , CA",Fresno State,Green Bay Packers,17,185.42,97.52,4th season,davanteadams/2543495
"Johnson, Steven",29.0,"Media , PA",Kansas,Pittsburgh Steelers,51,185.42,107.5,6th season,stevenjohnson/2535514
"Haden, Joe",28.0,"Fort Washington , MD",Florida,Cleveland Browns,23,180.34,88.45,8th season,joehaden/496733
"Parker, Ron",29.0,"Port Royal , SC",Newberry,Kansas City Chiefs,38,182.88,93.44,7th season,ronparker/2530794
"Griffin, Ryan",27.0,"Santa Monica , CA",Tulane,Tampa Bay Buccaneers,4,195.58,95.25,4th season,ryangriffin/2541185
"Garcia, Max",25.0,"Norcross , GA",Florida,Denver Broncos,76,193.04,140.16,3rd season,maxgarcia/2552583
"Jones, Byron",24.0,"New Britain , CT",Connecticut,Dallas Cowboys,31,182.88,90.26,3rd season,byronjones/2552568
"Griffin, Ryan",27.0,"Londonderry , NH",Connecticut,Houston Texans,84,198.12,120.2,5th season,ryangriffin/2541316
"Payton, Jordan",23.0,"Torrance , CA",UCLA,Cleveland Browns,84,185.42,94.8,2nd season,jordanpayton/2555370
"Simon, Deon",26.0,"Baton Rouge , LA",Northwestern State-Louisiana,New York Jets,93,190.5,150.59,2nd season,deonsimon/2552678
"Dial, Quinton",26.0,"Andalusia , AL",Alabama,San Francisco 49ers,92,195.58,144.24,5th season,quintondial/2539960
"Bademosi, Johnson",26.0,"Washington , DC",Stanford,Detroit Lions,29,182.88,93.44,6th season,johnsonbademosi/2535693
"Rodgers, Richard",25.0,"Martinez , CA",California,Green Bay Packers,82,193.04,116.57,4th season,richardrodgers/2550313
"Henderson, Erin",30.0,"Aberdeen , MD",Maryland,New York Jets,58,190.5,110.68,9th season,erinhenderson/1363
"Trevathan, Danny",27.0,"Youngstown , OH",Kentucky,Chicago Bears,59,185.42,108.41,6th season,dannytrevathan/2532961
"Harkey, Cory",26.0,"Chicago , IL",UCLA,Los Angeles Rams,46,193.04,117.48,6th season,coryharkey/2533353
"Miller, John",23.0,"Miami , FL",Louisville,Buffalo Bills,76,187.96,137.44,3rd season,johnmiller/2553436
"Hekker, Johnny",27.0,"Redmond , WA",Oregon State,Los Angeles Rams,6,195.58,107.05,6th season,johnnyhekker/2535663
"Toussaint, Fitzgerald",27.0,"East Orange , NJ",Michigan,Pittsburgh Steelers,33,175.26,92.53,4th season,fitzgeraldtoussaint/2550738
"Galette, Junior",29.0,Port Au Prince Haiti,Stillman,Washington Redskins,58,187.96,117.93,7th season,juniorgalette/496782
"Landes, Jimmy",24.0,"Tyler , TX",Baylor,Detroit Lions,42,185.42,114.31,2nd season,jimmylandes/2555369
"Vollmer, Sebastian",32.0,Dusseldorf Germany,Houston,New England Patriots,76,203.2,145.15,9th season,sebastianvollmer/89814
"Miller, Zach",32.0,"Wahoo , NE",Nebraska-Omaha,Chicago Bears,86,195.58,110.22,8th season,zachmiller/238457
"Gostkowski, Stephen",33.0,"Baton Rouge , LA",Memphis,New England Patriots,3,185.42,97.52,12th season,stephengostkowski/2506922
"Thompson, Peyton",26.0,"Abilene , TX",San Jose State,Jacksonville Jaguars,25,177.8,85.73,3rd season,peytonthompson/2535582
"White, D.J.",23.0,"Atlanta , GA",Georgia Tech,Kansas City Chiefs,24,180.34,87.54,2nd season,d.j.white/2555555
"Brooks, Terrence",25.0,"Dunnellon , FL",Florida State,Philadelphia Eagles,29,180.34,90.72,4th season,terrencebrooks/2543712
"Fitzgerald, Larry",33.0,"Minneapolis , MN",Pittsburgh,Arizona Cardinals,11,190.5,98.88,14th season,larryfitzgerald/2506106
"Shelby, Derrick",28.0,"Houston , TX",Utah,Atlanta Falcons,90,187.96,127.01,6th season,derrickshelby/2532989
"Stafford, Matthew",29.0,"Tampa , FL",Georgia,Detroit Lions,9,190.5,102.51,9th season,matthewstafford/79860
"Bennett, Michael",31.0,"Avondale , LA",Texas A&M,Seattle Seahawks,72,193.04,124.28,9th season,michaelbennett/2507617
"Ellis, Alex",24.0,"Salisbury , MD",Tennessee,Jacksonville Jaguars,48,193.04,108.86,2nd season,alexellis/2556737
"Peters, Jason",35.0,"Queen City , TX",Arkansas,Philadelphia Eagles,71,193.04,148.78,14th season,jasonpeters/2505827
"Riley, Curtis",24.0,"White Plains , NY",Fresno State,Tennessee Titans,35,182.88,86.18,3rd season,curtisriley/2553822
"Peat, Andrus",23.0,"Mesa , AZ",Stanford,New Orleans Saints,75,200.66,143.34,3rd season,andruspeat/2552455
"Kroft, Tyler",24.0,"West Chester , PA",Rutgers,Cincinnati Bengals,81,198.12,113.4,3rd season,tylerkroft/2552586
"Hairston, Chris",28.0,"Winston Salem , NC",Clemson,Los Angeles Chargers,75,198.12,149.69,6th season,chrishairston/2495157
"Decker, Eric",30.0,"Cold Spring , MN",Minnesota,New York Jets,87,190.5,97.07,8th season,ericdecker/497284
"Barksdale, Joe",29.0,"Detroit , MI",LSU,Los Angeles Chargers,72,195.58,147.87,7th season,joebarksdale/2508117
"McCain, Brice",30.0,"Dallas , TX",Utah,Tennessee Titans,23,175.26,86.18,9th season,bricemccain/238466
"Drango, Spencer",24.0,"Indianapolis , IN",Baylor,Cleveland Browns,66,198.12,142.88,2nd season,spencerdrango/2555144
"Dora, Vontarrius",24.0,"West Point , MS",Louisiana Tech,Denver Broncos,68,190.5,116.12,1st season,vontarriusdora/2556515
"Weeden, Brandon",33.0,"Oklahoma City , OK",Oklahoma State,Houston Texans,5,193.04,104.33,6th season,brandonweeden/2532970
"Hunter, Danielle",22.0,St. Catherine Jamaica,LSU,Minnesota Vikings,99,195.58,114.31,3rd season,daniellehunter/2552603
"Dorenbos, Jon",36.0,"Humble , TX",Texas-El Paso,Philadelphia Eagles,46,182.88,113.4,15th season,jondorenbos/2505252
"Shaw, Connor",25.0,"Clayton , GA",South Carolina,Chicago Bears,8,185.42,95.25,3rd season,connorshaw/2550252
"Smith, Jaylon",21.0,"Fort Wayne , IN",Notre Dame,Dallas Cowboys,54,187.96,108.86,1st season,jaylonsmith/2555310
"Williams, Duke",26.0,"Monroe , LA",Nevada,Indianapolis Colts,31,180.34,91.17,5th season,dukewilliams/2539269
"Neal, Keanu",21.0,"Groveland , FL",Florida,Atlanta Falcons,22,182.88,95.71,2nd season,keanuneal/2555543
"Johnson, Michael",30.0,"Selma , AL",Georgia Tech,Cincinnati Bengals,90,200.66,123.38,9th season,michaeljohnson/2507784
"Ringo, Christian",25.0,"Birmingham , AL",Louisiana-Lafayette,Green Bay Packers,99,185.42,135.17,2nd season,christianringo/2553461
"Swann, Damian",24.0,"Atlanta , GA",Georgia,New Orleans Saints,27,182.88,85.73,3rd season,damianswann/2552436
"Finney, B.J.",25.0,"Wichita , KS",Kansas State,Pittsburgh Steelers,67,193.04,144.24,2nd season,b.j.finney/2553711
"Adams, Mike",27.0,"Farrell , PA",Ohio State,Chicago Bears,76,200.66,146.51,6th season,mikeadams/2532783
"Lauvao, Shawn",29.0,"Honolulu , HI",Arizona State,Washington Redskins,77,190.5,147.87,8th season,shawnlauvao/497028
"Royal, Eddie",31.0,"Alexandria , VA",Virginia Tech,Chicago Bears,19,177.8,86.18,10th season,eddieroyal/1990
"Barbre, Allen",32.0,"Neosho , MO",Missouri Southern State,Philadelphia Eagles,76,193.04,140.61,10th season,allenbarbre/2495542
"Scott, Chris",29.0,"Palmetto , GA",Tennessee,Carolina Panthers,79,193.04,154.22,6th season,chrisscott/2508054
"Searcy, Da'Norris",28.0,"Decatur , GA",North Carolina,Tennessee Titans,21,180.34,93.89,7th season,da'norrissearcy/2495339
"Hendy, A.J.",24.0,"Gaithersburg , MD",Maryland,Miami Dolphins,37,182.88,94.8,1st season,a.j.hendy/2556553
"Orchard, Nate",24.0,"Los Angeles , CA",Utah,Cleveland Browns,44,193.04,115.67,3rd season,nateorchard/2552299
"Hemingway, Temarrick",23.0,"Longs , SC",South Carolina State,Los Angeles Rams,84,195.58,110.68,2nd season,temarrickhemingway/2555486
"Maponga, Stansly",26.0,Harare Zimbabwe,Texas Christian,New York Giants,71,187.96,120.2,4th season,stanslymaponga/2540212
"Fuller, Corey",26.0,"Baltimore , MD",Virginia Tech,New Orleans Saints,11,187.96,90.72,4th season,coreyfuller/2540261
"Whitehead, Lucky",25.0,"Bealeton , VA",Florida Atlantic,Dallas Cowboys,13,175.26,81.65,3rd season,luckywhitehead/2553621
"Van Noy, Kyle",26.0,"Reno , NV",Brigham Young,New England Patriots,53,190.5,110.22,4th season,kylevannoy/2543699
"Hughlett, Charley",27.0,"Seffner , FL",Central Florida,Cleveland Browns,47,193.04,112.49,3rd season,charleyhughlett/2535722
"Yanda, Marshal",32.0,"Cedar Rapids , IA",Iowa,Baltimore Ravens,73,190.5,138.35,11th season,marshalyanda/2507188
"Long, Jake",32.0,"Detroit , MI",Michigan,Minnesota Vikings,72,200.66,146.06,10th season,jakelong/278
"Dixon, Kenneth",23.0,"El Dorado , AR",Louisiana Tech,Baltimore Ravens,30,177.8,96.16,2nd season,kennethdixon/2555229
"Dozier, Dakota",26.0,"West Columbia , SC",Furman,New York Jets,70,193.04,141.97,4th season,dakotadozier/2543805
"Taylor, Jordan",25.0,"Sherman , TX",Rice,Denver Broncos,87,195.58,95.25,2nd season,jordantaylor/2553606
"Conley, Chris",24.0,Incirlik Afb Turkey,Georgia,Kansas City Chiefs,17,190.5,92.99,3rd season,chrisconley/2552652
"Mauga, Josh",29.0,"Ewa Beach , HI",Nevada,Kansas City Chiefs,90,185.42,111.13,8th season,joshmauga/79605
"King, Marquette",28.0,"Macon , GA",Fort Valley State,Oakland Raiders,7,182.88,88.45,6th season,marquetteking/2534819
"Gordon, Josh",26.0,"Houston , TX",Utah,Cleveland Browns,12,190.5,102.06,3rd season,joshgordon/2537931
"Jones, Chris",26.0,"Columbus , OH",Bowling Green State,San Francisco 49ers,93,185.42,133.81,5th season,chrisjones/2541408
"Wells, Josh",26.0,"Mechanicsville , VA",James Madison,Jacksonville Jaguars,72,198.12,140.61,4th season,joshwells/2550416
"Maxwell, Byron",29.0,"North Charleston , SC",Clemson,Miami Dolphins,41,185.42,92.08,7th season,byronmaxwell/2495310
"Pugh, Justin",26.0,"Newtown , PA",Syracuse,New York Giants,67,193.04,136.53,5th season,justinpugh/2540195
"Green, Ladarius",27.0,Berlin Germany,Louisiana-Lafayette,Pittsburgh Steelers,89,198.12,108.86,6th season,ladariusgreen/2532853
"Walker, Delanie",32.0,"Pomona , CA",Central Missouri State,Tennessee Titans,82,187.96,112.49,12th season,delaniewalker/2495966
"Lee, Eric",22.0,"Panama City , FL",South Florida,Houston Texans,61,190.5,117.93,1st season,ericlee/2556588
"Burfict, Vontaze",26.0,"Los Angeles , CA",Arizona State,Cincinnati Bengals,55,185.42,113.4,6th season,vontazeburfict/2533058
"Cash, Jeremy",24.0,"Miami , FL",Duke,Carolina Panthers,57,182.88,97.52,2nd season,jeremycash/2556846
"Wright, Jarius",27.0,"Warren , AR",Arkansas,Minnesota Vikings,17,177.8,86.64,6th season,jariuswright/2532978
"Hill, Jeremy",24.0,"Baton Rouge , LA",LSU,Cincinnati Bengals,32,185.42,106.59,4th season,jeremyhill/2543603
"Oliver, Branden",26.0,"Miami , FL",Buffalo,Los Angeles Chargers,43,172.72,94.35,4th season,brandenoliver/2550658
"Webb, Lardarius",31.0,"Opelika , AL",Nicholls State,Baltimore Ravens,21,177.8,82.55,9th season,lardariuswebb/81879
"Webster, Larry",27.0,"Elkton , MD",Bloomsburg,Carolina Panthers,75,198.12,123.38,2nd season,larrywebster/2543786
"Johnson, Dontae",25.0,"Plainfield , NJ",North Carolina State,San Francisco 49ers,36,187.96,90.72,4th season,dontaejohnson/2543739
"Sirles, Jeremiah",25.0,"Lakewood , CO",Nebraska,Minnesota Vikings,78,198.12,142.88,4th season,jeremiahsirles/2550462
"Hill, Shaun",37.0,"Parsons , KS",Maryland,Minnesota Vikings,13,190.5,104.33,16th season,shaunhill/2504833
"Compton, Will",27.0,"Berea , OH",Nebraska,Washington Redskins,51,185.42,107.95,4th season,willcompton/2540013
"Marshall, Brandon",27.0,"Las Vegas , NV",Nevada,Denver Broncos,54,185.42,113.4,6th season,brandonmarshall/2532898
"McDonald, Dexter",25.0,"Kansas City , MO",Kansas,Oakland Raiders,23,185.42,90.72,3rd season,dextermcdonald/2553234
"Sharpe, Tajae",22.0,"Newark , NJ",Massachusetts,Tennessee Titans,19,187.96,88.0,2nd season,tajaesharpe/2555317
"Alonso, Kiko",26.0,"Newton , MA",Oregon,Miami Dolphins,47,190.5,108.41,5th season,kikoalonso/2539935
"Humber, Ramon",29.0,"Minneapolis , MN",North Dakota State,Buffalo Bills,50,180.34,105.23,9th season,ramonhumber/2507644
"Newton, Derek",29.0,"Utica , MS",Arkansas State,Houston Texans,72,198.12,142.88,7th season,dereknewton/2495320
"Gay, William",32.0,"Tallahassee , FL",Louisville,Pittsburgh Steelers,22,177.8,84.82,11th season,williamgay/2507220
"Philon, Darius",23.0,"Mobile , AL",Arkansas,Los Angeles Chargers,93,185.42,136.08,3rd season,dariusphilon/2552676
"Coates, Sammie",24.0,"Jackson , AL",Auburn,Pittsburgh Steelers,14,185.42,96.16,3rd season,sammiecoates/2552470
"Williams, Nick",27.0,"Birmingham , AL",Samford,Miami Dolphins,75,193.04,140.16,4th season,nickwilliams/2541479
"Coleman, Justin",24.0,"Columbus , GA",Tennessee,New England Patriots,22,180.34,86.18,3rd season,justincoleman/2553637
"Massie, Bobby",27.0,"Lynchburg , VA",Mississippi,Chicago Bears,70,198.12,145.15,6th season,bobbymassie/2533543
"Boswell, Chris",26.0,"Forth Worth , TX",Rice,Pittsburgh Steelers,9,187.96,83.91,3rd season,chrisboswell/2550545
"Jones, Julio",28.0,"Foley , AL",Alabama,Atlanta Falcons,11,190.5,99.79,7th season,juliojones/2495454
"Baldwin, Doug",28.0,"Gulf Breeze , FL",Stanford,Seattle Seahawks,89,177.8,87.09,7th season,dougbaldwin/2530747
"Hill, Rashod",25.0,"Jacksonville , FL",Southern Mississippi,Minnesota Vikings,69,198.12,140.16,2nd season,rashodhill/2556557
"Kirkland, Denver",23.0,"Miami , FL",Arkansas,Oakland Raiders,79,193.04,151.95,2nd season,denverkirkland/2556857
"Robinson, Allen",23.0,"Detroit , MI",Penn State,Jacksonville Jaguars,15,190.5,98.88,4th season,allenrobinson/2543509
"Taylor, Tyrod",27.0,"Hampton , VA",Virginia Tech,Buffalo Bills,5,185.42,97.52,7th season,tyrodtaylor/2495240
"Wentz, Carson",24.0,"Raleigh , NC",North Dakota State,Philadelphia Eagles,11,195.58,107.5,2nd season,carsonwentz/2555259
"Johnson, Cam",27.0,"Washington , DC",Virginia,Cleveland Browns,57,193.04,121.56,4th season,camjohnson/2533452
"Williams, Jonathan",23.0,"Dallas , TX",Arkansas,Buffalo Bills,31,180.34,101.15,2nd season,jonathanwilliams/2555227
"Elliott, DeAndre",24.0,"Dallas , TX",Colorado State,Seattle Seahawks,21,185.42,85.73,2nd season,deandreelliott/2556518
"Sherels, Marcus",29.0,"Rochester , MN",Minnesota,Minnesota Vikings,35,177.8,79.38,7th season,marcussherels/2508007
"Butler, Vernon",22.0,"District 4, Pike Co. , MS",Louisiana Tech,Carolina Panthers,92,193.04,147.42,2nd season,vernonbutler/2555243
"McQuaide, Jake",29.0,"Cincinnati , OH",Ohio State,Los Angeles Rams,44,187.96,110.68,7th season,jakemcquaide/2530852
"Hayward, Casey",27.0,"Perry , GA",Vanderbilt,Los Angeles Chargers,26,180.34,87.09,6th season,caseyhayward/2532861
"Jones, Brett",25.0,"Weyburn , Saskatchewan",Regina (Canada),New York Giants,69,187.96,144.24,3rd season,brettjones/2552714
"Davison, Tyeler",24.0,"Phoenix , AZ",Fresno State,New Orleans Saints,95,187.96,140.16,3rd season,tyelerdavison/2552329
"Brady, Tom",39.0,"San Mateo , CA",Michigan,New England Patriots,12,193.04,102.06,18th season,tombrady/2504211
"Fox, Morgan",22.0,"Elizabeth , CO",Colorado State,Los Angeles Rams,70,190.5,117.48,1st season,morganfox/2556529
"Berger, Joe",35.0,"Fremont , MI",Michigan Tech,Minnesota Vikings,61,195.58,138.35,13th season,joeberger/2506540
"Lengel, Matt",26.0,"Annville , PA",Eastern Kentucky,New England Patriots,82,200.66,120.66,2nd season,mattlengel/2553554
"Evans, Marwin",24.0,"Milwaukee , WI",Utah State,Green Bay Packers,25,180.34,95.71,2nd season,marwinevans/2556800
"Moore, Sterling",27.0,"Antioch , CA",Southern Methodist,New Orleans Saints,24,177.8,91.63,7th season,sterlingmoore/2531177
"Woodyard, Wesley",30.0,"La Grange , GA",Kentucky,Tennessee Titans,59,182.88,105.69,10th season,wesleywoodyard/2354
"McDaniel, Tony",32.0,"Hartsville , SC",Tennessee,Seattle Seahawks,93,200.66,138.35,12th season,tonymcdaniel/2506816
"Bushrod, Jermon",32.0,"Fredricksburg , VA",Towson,Miami Dolphins,74,195.58,145.15,11th season,jermonbushrod/2507203
"LaCosse, Matt",24.0,"Westmont , IL",Illinois,New York Giants,81,195.58,118.39,2nd season,mattlacosse/2553667
"Johnson, Charles",30.0,"Hawkinsville , GA",Georgia,Carolina Panthers,95,187.96,124.74,11th season,charlesjohnson/2507187
"Bond, Devante",23.0,"Sacramento , CA",Oklahoma,Tampa Bay Buccaneers,59,185.42,107.05,2nd season,devantebond/2555307
"Succop, Ryan",30.0,"Pittsburgh , PA",South Carolina,Tennessee Titans,4,187.96,98.88,9th season,ryansuccop/89802
"Fisher, Eric",26.0,"Rochester , MI",Central Michigan,Kansas City Chiefs,72,200.66,142.88,5th season,ericfisher/2539213
"Lamm, Kendall",25.0,"Charlotte , NC",Appalachian State,Houston Texans,63,198.12,140.61,3rd season,kendalllamm/2553549
"Lucien, Devin",23.0,"Encino , CA",Arizona State,New England Patriots,16,187.96,90.72,1st season,devinlucien/2556185
"Matthews, Clay",31.0,"Los Angeles , CA",USC,Green Bay Packers,52,190.5,115.67,9th season,claymatthews/80431
"Powell, Bilal",28.0,"Lakeland , FL",Louisville,New York Jets,29,177.8,92.53,7th season,bilalpowell/2495328
"Jarrett, Grady",24.0,"Atlanta , GA",Clemson,Atlanta Falcons,97,182.88,138.35,3rd season,gradyjarrett/2552327
"Bailey, Allen",28.0,"Sapelo Island , GA",Miami (Fla.),Kansas City Chiefs,97,190.5,130.63,7th season,allenbailey/2495116
"Amendola, Danny",31.0,"The Woodlands , TX",Texas Tech,New England Patriots,80,180.34,86.18,9th season,dannyamendola/2649
"Orlovsky, Dan",33.0,"Bridgeport , CT",Connecticut,Detroit Lions,8,195.58,97.52,12th season,danorlovsky/2506481
"Spaight, Martrell",23.0,"North Little Rock , AR",Arkansas,Washington Redskins,50,182.88,107.95,3rd season,martrellspaight/2552316
"Worley, Daryl",22.0,"Philadelphia , PA",West Virginia,Carolina Panthers,26,185.42,92.99,2nd season,darylworley/2555394
"Perriman, Breshad",23.0,"Rochester Hills , MI",Central Florida,Baltimore Ravens,18,187.96,97.52,3rd season,breshadperriman/2552597
"Cockrell, Ross",25.0,"Farmington Hills , MI",Duke,Pittsburgh Steelers,31,182.88,86.64,4th season,rosscockrell/2543799
"Matakevich, Tyler",24.0,"East Haven , CT",Temple,Pittsburgh Steelers,44,185.42,106.59,2nd season,tylermatakevich/2555171
"Boyd, Tyler",22.0,"Clairton , PA",Pittsburgh,Cincinnati Bengals,83,187.96,89.36,2nd season,tylerboyd/2555466
"Braman, Bryan",30.0,"Spokane , WA",West Texas A&M,Philadelphia Eagles,56,195.58,109.32,7th season,bryanbraman/2530666
"Lewis, Thad",29.0,"Opa Locka , FL",Duke,San Francisco 49ers,9,187.96,99.34,5th season,thadlewis/497121
"Jackson, Edwin",25.0,"Atlanta , GA",Georgia Southern,Indianapolis Colts,53,182.88,104.33,2nd season,edwinjackson/2553541
"Cannon, Marcus",29.0,"Quanah , TX",Texas Christian,New England Patriots,61,195.58,151.95,7th season,marcuscannon/2495131
"Hal, Andre",25.0,"Leesville , AL",Vanderbilt,Houston Texans,29,177.8,88.45,4th season,andrehal/2543874
"Leno, Charles, Jr.",25.0,"Oakland , CA",Boise State,Chicago Bears,72,190.5,138.35,4th season,charleslenojr./2550169
"Staley, Joe",32.0,"Rockford , MI",Central Michigan,San Francisco 49ers,74,195.58,142.88,11th season,joestaley/2495746
"Gunter, LaDarius",25.0,"Montgomery , AL",Miami (Fla.),Green Bay Packers,36,187.96,91.17,3rd season,ladariusgunter/2553528
"Beckham, Odell",24.0,"Baton Rouge , LA",LSU,New York Giants,13,180.34,89.81,4th season,odellbeckham/2543496
"Coleman, Corey",22.0,"Dallas , TX",Baylor,Cleveland Browns,19,177.8,83.91,2nd season,coreycoleman/2555333
"Graham, Corey",31.0,"Buffalo , NY",New Hampshire,Buffalo Bills,20,182.88,88.9,11th season,coreygraham/2495613
"Crowell, Isaiah",24.0,"Columbus , GA",Alabama State,Cleveland Browns,34,180.34,102.06,4th season,isaiahcrowell/2550189
"Reader, D.J.",22.0,"Greensboro , NC",Clemson,Houston Texans,98,190.5,151.95,2nd season,d.j.reader/2555388
"Brendel, Jake",24.0,"Madison , WI",UCLA,Miami Dolphins,64,193.04,138.35,2nd season,jakebrendel/2556479
"Carr, Austin",23.0,"Benicia , CA",Northwestern,New England Patriots,84,185.42,88.0,Rookie,austincarr/2558928
"Correa, Kamalei",23.0,"Honolulu , HI",Boise State,Baltimore Ravens,51,190.5,113.4,2nd season,kamaleicorrea/2555339
"Ware, Spencer",25.0,"Cincinnati , OH",LSU,Kansas City Chiefs,32,177.8,103.87,4th season,spencerware/2540204
"Nelson, Steven",24.0,"Warner Robins , GA",Oregon State,Kansas City Chiefs,20,180.34,88.0,3rd season,stevennelson/2552265
"Fleener, Coby",28.0,"Lemont , IL",Stanford,New Orleans Saints,82,198.12,113.85,6th season,cobyfleener/2532838
"McCourty, Devin",29.0,"Nyack , NY",Rutgers,New England Patriots,32,177.8,88.45,8th season,devinmccourty/494287
"Thomas, Michael",24.0,"Los Angeles , CA",Ohio State,New Orleans Saints,13,190.5,96.16,2nd season,michaelthomas/2556370
"Nkemdiche, Robert",22.0,"Atlanta , GA",Mississippi,Arizona Cardinals,90,190.5,134.26,2nd season,robertnkemdiche/2555336
"Catapano, Mike",26.0,"Port Jefferson , NY",Princeton,New York Jets,53,193.04,122.47,5th season,mikecatapano/2541140
"Seymour, Kevon",23.0,"Pasadena , CA",USC,Buffalo Bills,29,182.88,83.91,2nd season,kevonseymour/2555549
"Wick, Cole",23.0,"Victoria , TX",Incarnate Word (Tex.),Detroit Lions,89,198.12,116.57,2nd season,colewick/2556708
"Calhoun, Shilique",25.0,"Freehold , NJ",Michigan State,Oakland Raiders,91,195.58,113.85,2nd season,shiliquecalhoun/2555294
"Anthony, Stephone",24.0,"Waxhaw , NC",Clemson,New Orleans Saints,50,190.5,111.13,3rd season,stephoneanthony/2552321
"Sturgis, Caleb",27.0,"St. Augustine , FL",Florida,Philadelphia Eagles,6,175.26,87.09,5th season,calebsturgis/2539637
"Barth, Connor",31.0,"Arlington , VA",North Carolina,Chicago Bears,4,180.34,90.72,10th season,connorbarth/2507463
"Clay, Charles",28.0,"Little Rock , AR",Tulsa,Buffalo Bills,85,190.5,115.67,7th season,charlesclay/2495139
"Vannett, Nick",24.0,"Westerville , OH",Ohio State,Seattle Seahawks,81,195.58,116.57,2nd season,nickvannett/2555289
"Emanuel, Kyle",25.0,"Schuyler , NE",North Dakota State,Los Angeles Chargers,51,190.5,113.4,3rd season,kyleemanuel/2552296
"Kamalu, Ufomba",24.0,"Paso Robles , CA",Miami (Fla.),Houston Texans,97,198.12,134.72,2nd season,ufombakamalu/2556574
"Haeg, Joe",24.0,"Minneapolis , MN",North Dakota State,Indianapolis Colts,73,198.12,137.89,2nd season,joehaeg/2555371
"Wagner, Bobby",26.0,"Los Angeles , CA",Utah State,Seattle Seahawks,54,182.88,111.13,6th season,bobbywagner/2532966
