playerName,age,hometown,college,team,number,height,weight,experience,id
"Bethel, Justin",26.0,"Sumter , SC",Presbyterian,Arizona Cardinals,28,182.88,90.72,6th season,justinbethel/2532792
"Murray, Eric",23.0,"Milwaukee , WI",Minnesota,Kansas City Chiefs,21,180.34,90.26,2nd season,ericmurray/2555173
"Duvernay-Tardif, Laurent",26.0,"Mont Saint Hilaire , Quebec",McGill (Canada),Kansas City Chiefs,76,195.58,145.6,4th season,laurentduvernay-tardif/2543816
"Nelson, Reggie",33.0,"Melbourne , FL",Florida,Oakland Raiders,27,180.34,95.25,11th season,reggienelson/2507167
"Janovich, Andy",24.0,"Omaha , NE",Nebraska,Denver Broncos,32,185.42,107.95,2nd season,andyjanovich/2555432
"Taylor, Stepfan",25.0,"Arlington , TX",Stanford,Arizona Cardinals,30,175.26,97.98,5th season,stepfantaylor/2539315
"Moncrief, Donte",23.0,"Raleigh , MS",Mississippi,Indianapolis Colts,10,187.96,100.7,4th season,dontemoncrief/2543614
"Warren, Greg",35.0,"Goldsboro , NC",North Carolina,Pittsburgh Steelers,60,190.5,114.31,13th season,gregwarren/2506151
"Kikaha, Hau'oli",24.0,"Laie , HI",Washington,New Orleans Saints,44,190.5,111.58,3rd season,hau'olikikaha/2552292
"Soliai, Paul",33.0,"Santa Ana , CA",Utah,Carolina Panthers,90,193.04,156.49,11th season,paulsoliai/2507195
"Momah, Ifeanyi",27.0,"Greenlawn , NY",Boston College,Arizona Cardinals,80,200.66,115.67,3rd season,ifeanyimomah/2541096
"Bortles, Blake",25.0,"Altamonte Springs , FL",Central Florida,Jacksonville Jaguars,5,195.58,108.41,4th season,blakebortles/2543477
"Brown, Trent",24.0,"Bastrop , TX",Florida,San Francisco 49ers,77,203.2,161.03,3rd season,trentbrown/2552350
"Cunningham, Jerome",26.0,"Waterbury , CT",Southern Connecticut State,Tennessee Titans,84,190.5,113.4,2nd season,jeromecunningham/2551359
"Linder, Brandon",25.0,"Southwest Ranches , FL",Miami (Fla.),Jacksonville Jaguars,65,198.12,140.16,4th season,brandonlinder/2543729
"Trusnik, Jason",33.0,"Cleveland , OH",Ohio Northern,New Orleans Saints,57,193.04,114.31,10th season,jasontrusnik/2507277
"Hicks, Akiem",27.0,"San Jose , CA",Regina (Canada),Chicago Bears,96,195.58,152.41,6th season,akiemhicks/2533433
"Stills, Kenny",25.0,"Eden Prairie , MN",Oklahoma,Miami Dolphins,10,182.88,88.45,5th season,kennystills/2540202
"Thomas, Lawrence",24.0,"Detroit , MI",Michigan State,New York Jets,97,190.5,129.73,2nd season,lawrencethomas/2556695
"Jackson, Kareem",29.0,"Macon , GA",Alabama,Houston Texans,25,177.8,83.91,8th season,kareemjackson/496735
"Boddy-Calhoun, Briean",24.0,"Wilmington , DE",Minnesota,Cleveland Browns,20,175.26,87.54,2nd season,brieanboddy-calhoun/2556475
"Brown, Chykie",30.0,"Houston , TX",Texas,Cincinnati Bengals,23,180.34,86.64,6th season,chykiebrown/2495126
"Ngakoue, Yannick",22.0,"Washington , DC",Maryland,Jacksonville Jaguars,91,187.96,111.58,2nd season,yannickngakoue/2555421
"Wright, Scooby",22.0,"Santa Rosa , CA",Arizona,Arizona Cardinals,58,182.88,108.86,1st season,scoobywright/2556382
"Garcia, Antonio",23.0,"Houston , TX",Troy,New England Patriots,63,198.12,132.9,Rookie,antoniogarcia/2557938
"Boone, Alex",30.0,"Lakewood , OH",Ohio State,Minnesota Vikings,76,203.2,140.61,8th season,alexboone/71211
"Pouncey, Mike",27.0,"Ardmore , OK",Florida,Miami Dolphins,51,195.58,135.62,7th season,mikepouncey/2495216
"Aguayo, Roberto",23.0,"Mascotte , FL",Florida State,Tampa Bay Buccaneers,19,182.88,93.89,2nd season,robertoaguayo/2555408
"Morse, Mitch",25.0,"Houston , TX",Missouri,Kansas City Chiefs,61,198.12,138.35,3rd season,mitchmorse/2552668
"Hewitt, Ryan",26.0,"Denver , CO",Stanford,Cincinnati Bengals,89,193.04,115.21,4th season,ryanhewitt/2550206
"Atkinson, George",24.0,"El Cerrito , CA",Notre Dame,Cleveland Browns,25,185.42,99.79,2nd season,georgeatkinson/2550540
"Love, Kyle",30.0,South Korea,Mississippi State,Carolina Panthers,77,185.42,142.88,6th season,kylelove/2507837
"Fullington, John",26.0,"Bremerton , WA",Washington State,New Orleans Saints,79,195.58,136.08,2nd season,johnfullington/2550343
"Beasley, Vic",24.0,"Adairsville , GA",Clemson,Atlanta Falcons,44,190.5,111.58,3rd season,vicbeasley/2552301
"Kuhn, John",34.0,"York , PA",Shippensburg,New Orleans Saints,29,182.88,113.4,12th season,johnkuhn/2506147
"Thomas, Mike",22.0,"Chicago , IL",Southern Mississippi,Los Angeles Rams,13,185.42,90.72,2nd season,mikethomas/2556381
"Harris, Maurice",24.0,"Elon , NC",California,Washington Redskins,13,187.96,90.72,2nd season,mauriceharris/2556404
"Ward, Jimmie",25.0,"Racine , WI",Northern Illinois,San Francisco 49ers,25,180.34,87.54,4th season,jimmieward/2543741
"Davis, Thomas",34.0,"Shellman , GA",Georgia,Carolina Panthers,58,185.42,106.59,13th season,thomasdavis/2506352
"Robison, Brian",34.0,"Houston , TX",Texas,Minnesota Vikings,96,190.5,117.48,11th season,brianrobison/2495723
"Drummond, Kurtis",25.0,"Youngstown , OH",Michigan State,Houston Texans,23,185.42,94.35,3rd season,kurtisdrummond/2553519
"Lippett, Tony",24.0,"Detroit , MI",Michigan State,Miami Dolphins,36,190.5,88.0,3rd season,tonylippett/2552427
"Maragos, Chris",30.0,"Racine , WI",Wisconsin,Philadelphia Eagles,42,177.8,90.72,8th season,chrismaragos/2507918
"Ihedigbo, James",33.0,"Northampton , MA",Massachusetts,Buffalo Bills,32,185.42,97.07,10th season,jamesihedigbo/2507301
"Tucker, Justin",27.0,"Houston , TX",Texas,Baltimore Ravens,9,185.42,81.65,6th season,justintucker/2536340
"Breeland, Bashaud",25.0,"Barnwell , SC",Clemson,Washington Redskins,26,180.34,90.72,4th season,bashaudbreeland/2543571
"Durant, Justin",31.0,"Florence , SC",Hampton,Dallas Cowboys,56,185.42,104.33,11th season,justindurant/2495597
"Slater, Matthew",31.0,"Baldwin Park , CA",UCLA,New England Patriots,18,182.88,92.99,10th season,matthewslater/4487
"Burris, Juston",23.0,"Roanoke , VA",North Carolina State,New York Jets,32,182.88,96.16,2nd season,justonburris/2555313
"Mancz, Greg",25.0,"Cincinnati , OH",Toledo,Houston Texans,65,193.04,140.61,3rd season,gregmancz/2553560
"Flacco, Joe",32.0,"Audubon , NJ",Delaware,Baltimore Ravens,5,198.12,111.13,10th season,joeflacco/382
"Williams, Wendall",26.0,"Syracuse , NY",Cumberland College,Houston Texans,82,177.8,83.91,1st season,wendallwilliams/2556710
"Celek, Brent",32.0,"Cincinnati , OH",Cincinnati,Philadelphia Eagles,87,193.04,115.67,11th season,brentcelek/2507218
"Allen, Beau",25.0,"Eden Prairie , MN",Wisconsin,Philadelphia Eagles,94,190.5,148.32,4th season,beauallen/2543884
"Coleman, Shon",25.0,"Memphis , TN",Auburn,Cleveland Browns,72,198.12,140.61,2nd season,shoncoleman/2555337
"Hill, Josh",27.0,"Blackfoot , ID",Idaho State,New Orleans Saints,89,195.58,113.4,5th season,joshhill/2541834
"Powell, Ronald",26.0,"Riverside , CA",Florida,Seattle Seahawks,59,190.5,107.5,2nd season,ronaldpowell/2543579
"DeValve, Seth",24.0,"Manchester , CT",Princeton,Cleveland Browns,87,190.5,111.13,2nd season,sethdevalve/2556365
"Bell, Blake",25.0,"Wichita , KS",Oklahoma,San Francisco 49ers,84,198.12,114.31,3rd season,blakebell/2552478
"Laskey, Zach",24.0,"Pittsburgh , PA",Georgia Tech,Los Angeles Rams,45,187.96,102.06,2nd season,zachlaskey/2553721
"Sweezy, J.R.",28.0,"Mooresville , NC",North Carolina State,Tampa Bay Buccaneers,73,195.58,135.17,6th season,j.r.sweezy/2533342
"Robertson-Harris, Roy",23.0,"Oakland , CA",Texas-El Paso,Chicago Bears,47,200.66,121.56,1st season,royrobertson-harris/2556665
"Mayle, Vince",25.0,"Trenton , NJ",Washington State,Baltimore Ravens,16,187.96,103.42,2nd season,vincemayle/2552431
"Sundberg, Nick",29.0,"Phoenix , AZ",California,Washington Redskins,57,182.88,111.13,8th season,nicksundberg/2507668
"Ellington, Bruce",25.0,"Moncks Corner , SC",South Carolina,San Francisco 49ers,10,175.26,89.36,4th season,bruceellington/2543646
"Lynch, Aaron",24.0,"Cleveland , OH",South Florida,San Francisco 49ers,59,195.58,122.47,4th season,aaronlynch/2543650
"Hester, Devin",34.0,"Riviera Beach , FL",Miami (Fla.),Seattle Seahawks,17,180.34,86.18,12th season,devinhester/2506897
"Crume, Eric",23.0,"Detroit , MI",Syracuse,Carolina Panthers,72,182.88,149.69,1st season,ericcrume/2553638
"Thomas, Logan",25.0,"Lynchburg , VA",Virginia Tech,Buffalo Bills,82,198.12,113.4,2nd season,loganthomas/2543767
"Lovato, Rick",24.0,"Brick Twp. Ocean Co. , NJ",Old Dominion,Philadelphia Eagles,45,187.96,112.94,1st season,ricklovato/2553557
"Robinson, Demarcus",22.0,"Carrollton , GA",Florida,Kansas City Chiefs,14,185.42,92.08,2nd season,demarcusrobinson/2555478
"Gano, Graham",30.0,Arbroath Scotland,Florida State,Carolina Panthers,9,187.96,92.99,8th season,grahamgano/71309
"Bennett, Michael",24.0,"Dayton , OH",Ohio State,Jacksonville Jaguars,96,187.96,135.17,3rd season,michaelbennett/2552733
"Kelly, Ryan",24.0,"West Chester , OH",Alabama,Indianapolis Colts,78,193.04,141.97,2nd season,ryankelly/2555191
"Unrein, Mitch",30.0,"Eaton , CO",Wyoming,Chicago Bears,98,193.04,135.62,7th season,mitchunrein/2508016
"Vernon, Olivier",26.0,"Miami , FL",Miami (Fla.),New York Giants,54,187.96,124.74,6th season,oliviervernon/2533534
"Means, Steven",26.0,"Buffalo , NY",Buffalo,Philadelphia Eagles,51,190.5,119.29,3rd season,stevenmeans/2541310
"Hall, Leon",32.0,"Vista , CA",Michigan,New York Giants,25,180.34,88.45,10th season,leonhall/2495617
"Walker, Vance",30.0,"Cincinnati , OH",Georgia Tech,Denver Broncos,96,187.96,138.35,9th season,vancewalker/79657
"Heyward-Bey, Darrius",30.0,"Silver Spring , MD",Maryland,Pittsburgh Steelers,88,187.96,95.25,9th season,darriusheyward-bey/80427
"Fruechte, Isaac",26.0,"Caledonia , MN",Minnesota,Minnesota Vikings,15,190.5,95.25,1st season,isaacfruechte/2553883
"Scruggs, Greg",26.0,"Cincinnati , OH",Louisville,New England Patriots,83,190.5,125.64,5th season,gregscruggs/2535138
"Fejedelem, Clayton",24.0,"New Lenox , IL",Illinois,Cincinnati Bengals,42,182.88,92.99,2nd season,claytonfejedelem/2555355
"Norwell, Andrew",25.0,"Cincinnati , OH",Ohio State,Carolina Panthers,68,198.12,147.42,4th season,andrewnorwell/2550589
"Trail, Lynden",26.0,"Miami , FL",Norfolk State,Washington Redskins,48,198.12,122.47,1st season,lyndentrail/2553611
"Alexander, Kwon",22.0,"Oxford , AL",LSU,Tampa Bay Buccaneers,58,185.42,102.97,3rd season,kwonalexander/2552592
"Reynolds, Keenan",23.0,"Antioch , TN",Navy,Baltimore Ravens,81,177.8,86.18,1st season,keenanreynolds/2555356
"McManis, Sherrick",29.0,"Peoria , IL",Northwestern,Chicago Bears,27,185.42,87.09,8th season,sherrickmcmanis/494289
"Higgins, Rashard",22.0,"Dallas , TX",Colorado State,Cleveland Browns,81,185.42,89.81,2nd season,rashardhiggins/2555468
"Allen, Jeff",27.0,"Chicago , IL",Illinois,Houston Texans,79,193.04,138.8,6th season,jeffallen/2532787
"Thornton, Cedric",28.0,"Star City , AR",Southern Arkansas,Dallas Cowboys,92,193.04,140.16,6th season,cedricthornton/2495356
"Dickson, Ed",29.0,"Inglewood , CA",Oregon,Carolina Panthers,84,193.04,115.67,8th season,eddickson/497224
"Brown, Mack",25.0,"Clarkston , GA",Florida,Washington Redskins,34,180.34,97.52,2nd season,mackbrown/2553867
"Young, Tavon",23.0,"Upper Marlboro , MD",Temple,Baltimore Ravens,36,175.26,80.29,2nd season,tavonyoung/2555378
"Clemmings, T.J.",25.0,"Mount Vernon , NY",Pittsburgh,Minnesota Vikings,68,195.58,140.16,3rd season,t.j.clemmings/2552365
"Palmer, Carson",37.0,"Fresno , CA",USC,Arizona Cardinals,3,195.58,106.59,15th season,carsonpalmer/2505245
"Peko, Kyle",23.0,"La Habra , CA",Oregon State,Denver Broncos,90,185.42,138.35,1st season,kylepeko/2556646
"Lutz, Wil",22.0,"Moultries , GA",Georgia State,New Orleans Saints,3,180.34,83.46,2nd season,willutz/2556601
"Rucker, Frostee",33.0,"Tustin , CA",USC,Arizona Cardinals,92,190.5,127.01,12th season,frosteerucker/2506908
"Tye, Will",25.0,"Jellico , TN",Stony Brook,New York Giants,45,187.96,118.84,3rd season,willtye/2553830
"Ellis, Justin",26.0,"Monroe , LA",Louisiana Tech,Oakland Raiders,78,187.96,151.95,4th season,justinellis/2543812
"Luck, Andrew",27.0,"Washington , DC",Stanford,Indianapolis Colts,12,193.04,108.86,6th season,andrewluck/2533031
"Branch, Tyvon",30.0,"Syracuse , NY",Connecticut,Arizona Cardinals,27,182.88,95.25,10th season,tyvonbranch/1681
"Maxey, Johnny",23.0,"Irmo , SC",Mars Hill,Pittsburgh Steelers,62,195.58,137.44,1st season,johnnymaxey/2556609
"Thomas, J.T.",28.0,"Fort Lauderdale , FL",West Virginia,New York Giants,55,185.42,107.05,7th season,j.t.thomas/2508132
"Koch, Sam",34.0,"York , NE",Nebraska,Baltimore Ravens,4,185.42,100.7,12th season,samkoch/2506969
"Telfer, Randall",25.0,"Pomona , CA",USC,Cleveland Browns,86,190.5,113.4,2nd season,randalltelfer/2552660
"Johnson, Josh",27.0,"Dade City , FL",Purdue,Jacksonville Jaguars,29,177.8,88.45,2nd season,joshjohnson/2539654
"Good, Denzelle",26.0,"Gaffney , SC",Mars Hill,Indianapolis Colts,71,195.58,161.03,3rd season,denzellegood/2553460
"Curry, Vinny",28.0,"Neptune , NJ",Marshall,Philadelphia Eagles,75,190.5,126.55,6th season,vinnycurry/2532825
"Smith, Marcus",25.0,"Columbus , GA",Louisville,Philadelphia Eagles,90,190.5,113.85,4th season,marcussmith/2543725
"LaFell, Brandon",30.0,"Houston , TX",LSU,Cincinnati Bengals,11,190.5,95.25,8th season,brandonlafell/497302
"Spain, Quinton",25.0,"Petersburg , VA",West Virginia,Tennessee Titans,67,193.04,149.69,3rd season,quintonspain/2553824
"Colvin, Aaron",25.0,"Old Hickory , TN",Oklahoma,Jacksonville Jaguars,22,182.88,88.45,4th season,aaroncolvin/2543501
"Johnson, Wesley",26.0,"Arlington , VA",Vanderbilt,New York Jets,76,195.58,134.72,4th season,wesleyjohnson/2543763
"Watt, J.J.",28.0,"Waukesha , WI",Wisconsin,Houston Texans,99,195.58,133.81,7th season,j.j.watt/2495488
"Ervin, Tyler",23.0,"San Bernardino , CA",San Jose State,Houston Texans,34,177.8,83.91,2nd season,tylerervin/2555234
"Robinson, Greg",24.0,"Thibodaux , LA",Auburn,Los Angeles Rams,73,195.58,150.59,4th season,gregrobinson/2543458
"Swaim, Geoff",23.0,"Chico , CA",Texas,Dallas Cowboys,87,193.04,117.93,3rd season,geoffswaim/2553454
"Joseph, Karl",23.0,"Miami , FL",West Virginia,Oakland Raiders,42,177.8,93.89,2nd season,karljoseph/2555342
"Bryant, Matt",42.0,"Orange , TX",Baylor,Atlanta Falcons,3,175.26,92.08,16th season,mattbryant/2504797
"Brooks, Ahmad",33.0,"Fairfax , VA",Virginia,San Francisco 49ers,55,190.5,117.48,12th season,ahmadbrooks/2507010
"Clark, Le'Raven",24.0,"Bryan , TX",Texas Tech,Indianapolis Colts,62,195.58,144.7,2nd season,le'ravenclark/2555202
"Mack, Khalil",26.0,"Fort Pierce , FL",Buffalo,Oakland Raiders,52,190.5,113.4,4th season,khalilmack/2543463
"Wilson, Damien",24.0,"Gloster , MS",Minnesota,Dallas Cowboys,57,185.42,110.22,3rd season,damienwilson/2552686
"Kendricks, Eric",25.0,"Clovis , CA",UCLA,Minnesota Vikings,54,182.88,105.23,3rd season,erickendricks/2552312
"Benjamin, Travis",27.0,"Belle Glade , FL",Miami (Fla.),Los Angeles Chargers,12,177.8,79.38,6th season,travisbenjamin/2532790
"Paul, Niles",27.0,"Omaha , NE",Nebraska,Washington Redskins,84,185.42,109.77,7th season,nilespaul/2495211
"Horton, Wes",27.0,"Los Angeles , CA",USC,Carolina Panthers,96,195.58,120.2,5th season,weshorton/2539306
"Hackenberg, Christian",22.0,"Lehighton , PA",Penn State,New York Jets,5,193.04,103.42,2nd season,christianhackenberg/2555416
"Norwood, Jordan",30.0,"Honolulu , HI",Penn State,Denver Broncos,11,180.34,81.65,8th season,jordannorwood/71417
"Overton, Matt",31.0,"San Leandro , CA",Western Washington,Indianapolis Colts,45,185.42,110.22,6th season,mattoverton/2522602
"Kaufusi, Bronson",25.0,"Provo , UT",Brigham Young,Baltimore Ravens,92,198.12,129.27,2nd season,bronsonkaufusi/2555244
"Davis, Kellen",31.0,"Adrian , MI",Michigan State,New York Jets,47,200.66,120.2,10th season,kellendavis/2507486
"Glowinski, Mark",25.0,"Wilkes Barre , PA",West Virginia,Seattle Seahawks,63,193.04,140.61,3rd season,markglowinski/2552467
"Treggs, Bryce",23.0,"Los Angeles , CA",California,Philadelphia Eagles,16,177.8,83.91,2nd season,brycetreggs/2556697
"Kouandjio, Arie",25.0,Cameroon,Alabama,Washington Redskins,74,195.58,147.42,3rd season,ariekouandjio/2552333
"Lee, Marqise",25.0,"Long Beach , CA",USC,Jacksonville Jaguars,11,182.88,90.72,4th season,marqiselee/2543475
"McDonald, Dewey",26.0,"Charles Town , WV",California (PA),Seattle Seahawks,41,182.88,99.79,4th season,deweymcdonald/2550228
"Rice, Denzel",24.0,"Winston Salem , NC",Coastal Carolina,Houston Texans,22,182.88,88.9,2nd season,denzelrice/2553736
"Osemele, Kelechi",27.0,"Houston , TX",Iowa State,Oakland Raiders,70,195.58,149.69,6th season,kelechiosemele/2532922
"Ajayi, Jay",23.0,London England,Boise State,Miami Dolphins,23,182.88,103.87,3rd season,jayajayi/2552582
"Robinson, Keenan",27.0,"Omaha , NE",Texas,New York Giants,57,190.5,107.95,6th season,keenanrobinson/2532940
"Benn, Arrelious",28.0,"Washington , DC",Illinois,Jacksonville Jaguars,17,187.96,100.7,7th season,arreliousbenn/497270
"Hageman, Ra'Shede",26.0,"Lansing , MI",Minnesota,Atlanta Falcons,77,198.12,144.24,4th season,ra'shedehageman/2543478
"Hall, Deiondre'",23.0,"Columbia , MO",Northern Iowa,Chicago Bears,32,187.96,91.17,2nd season,deiondre'hall/2555366
"Golden, Markus",26.0,"Elsberry , MO",Missouri,Arizona Cardinals,44,190.5,117.93,3rd season,markusgolden/2552273
"Tandy, Keith",28.0,"Hopkinsville , KY",West Virginia,Tampa Bay Buccaneers,37,177.8,92.99,6th season,keithtandy/2534741
"Jones, Adam",33.0,"Atlanta , GA",West Virginia,Cincinnati Bengals,24,177.8,81.65,11th season,adamjones/2506345
"Becton, Nick",27.0,"Fayetteville , NC",Virginia Tech,Chicago Bears,71,198.12,146.06,4th season,nickbecton/2539660
"Alexander, Mackensie",23.0,"Immokalee , FL",Clemson,Minnesota Vikings,20,177.8,87.09,2nd season,mackensiealexander/2555177
"Wilfork, Vince",35.0,"Boynton Beach , FL",Miami (Fla.),Houston Texans,75,187.96,147.42,14th season,vincewilfork/2505916
"Marsh, Cassius",24.0,"Mission Hills , CA",UCLA,Seattle Seahawks,91,193.04,111.13,4th season,cassiusmarsh/2543868
"Taylor, Jamar",26.0,"San Diego , CA",Boise State,Cleveland Browns,21,180.34,87.09,5th season,jamartaylor/2539932
"Kerin, Zac",25.0,"Columbus , OH",Toledo,Minnesota Vikings,67,195.58,138.35,3rd season,zackerin/2550361
"Cardona, Joe",25.0,"Lemon Grove , CA",Navy,New England Patriots,49,190.5,111.13,3rd season,joecardona/2552701
"Ellington, Andre",28.0,"Moncks Corner , SC",Clemson,Arizona Cardinals,38,175.26,90.26,5th season,andreellington/2539217
"Wynn, Shane",24.0,"Cleveland , OH",Indiana,Jacksonville Jaguars,14,167.64,72.12,1st season,shanewynn/2553630
"Lawson, Nevin",26.0,Kingston Jamaica,Utah State,Detroit Lions,24,175.26,87.09,4th season,nevinlawson/2543872
"Acho, Sam",28.0,"Dallas , TX",Texas,Chicago Bears,49,190.5,117.93,7th season,samacho/2495101
"Jordan, Michael",24.0,"St. Louis , MO",Missouri Western State,Los Angeles Rams,35,182.88,90.72,2nd season,michaeljordan/2556573
"Jones, Christian",26.0,"Orlando , FL",Florida State,Chicago Bears,52,190.5,113.85,4th season,christianjones/2550572
"Rogers, Chester",23.0,"Huntsville , AL",Grambling State,Indianapolis Colts,80,185.42,81.65,2nd season,chesterrogers/2556396
"Attaochu, Jeremiah",24.0,Ibadan Nigeria,Georgia Tech,Los Angeles Chargers,97,190.5,114.31,4th season,jeremiahattaochu/2543717
"Green-Thompson, Shaq",23.0,"Sacramento , CA",Washington,Carolina Panthers,54,182.88,104.33,3rd season,shaqthompson/2552447
"Hubbard, Chris",26.0,"Columbus , GA",Alabama-Birmingham,Pittsburgh Steelers,74,193.04,133.81,4th season,chrishubbard/2541716
"Heyward, Cameron",28.0,"Pittsburgh , PA",Ohio State,Pittsburgh Steelers,97,195.58,133.81,7th season,cameronheyward/2508109
"Forte, Matt",31.0,"Lake Charles , LA",Tulane,New York Jets,22,187.96,98.88,10th season,mattforte/234
"Nelson, Corey",25.0,"Dallas , TX",Oklahoma,Denver Broncos,52,185.42,102.51,4th season,coreynelson/2550167
"Bradham, Nigel",27.0,"Crawfordville , FL",Florida State,Philadelphia Eagles,53,187.96,109.32,6th season,nigelbradham/2532800
"Lynch, Cameron",23.0,"Riverdale , GA",Syracuse,Tampa Bay Buccaneers,52,182.88,103.87,3rd season,cameronlynch/2553774
"Reiter, Austin",25.0,"Coppell , TX",South Florida,Cleveland Browns,62,190.5,139.25,2nd season,austinreiter/2553452
"Jones, Cardale",24.0,"Cleveland , OH",Ohio State,Buffalo Bills,7,195.58,113.4,2nd season,cardalejones/2555426
"Hart, Bobby",22.0,"Lauderhill , FL",Florida State,New York Giants,68,193.04,151.5,3rd season,bobbyhart/2552335
"Urban, Brent",26.0,"Brampton , Ontario",Virginia,Baltimore Ravens,96,200.66,136.08,4th season,brenturban/2543765
"Roberts, Seth",26.0,"Moultrie , GA",West Alabama,Oakland Raiders,10,187.96,88.45,3rd season,sethroberts/2550597
"McKinnon, Jerick",25.0,"Atlanta , GA",Georgia Southern,Minnesota Vikings,21,175.26,92.99,4th season,jerickmckinnon/2543715
"Vaccaro, Kenny",26.0,"Brownwood , TX",Texas,New Orleans Saints,32,182.88,97.07,5th season,kennyvaccaro/2539320
"Murphy, Marcus",25.0,"Dallas , TX",Missouri,New Orleans Saints,23,175.26,88.45,3rd season,marcusmurphy/2552647
"Smith, Derron",25.0,"Banning , CA",Fresno State,Cincinnati Bengals,31,177.8,90.72,3rd season,derronsmith/2552390
"Brown, Anthony",23.0,"Tampa , FL",Purdue,Dallas Cowboys,30,180.34,87.09,2nd season,anthonybrown/2555531
"Erickson, Alex",24.0,"Argyle , WI",Wisconsin,Cincinnati Bengals,12,182.88,88.45,2nd season,alexerickson/2556519
"Rankins, Sheldon",23.0,"Covington , GA",Louisville,New Orleans Saints,98,187.96,138.35,2nd season,sheldonrankins/2555242
"Smith, Za'Darius",24.0,"Montgomery , AL",Kentucky,Baltimore Ravens,90,193.04,124.74,3rd season,za'dariussmith/2552279
"Matthews, Chris",27.0,"Long Beach , CA",Kentucky,Baltimore Ravens,84,195.58,103.42,4th season,chrismatthews/2531049
"Steen, Anthony",27.0,"Gunnison , MS",Alabama,Miami Dolphins,65,190.5,141.97,2nd season,anthonysteen/2550404
"Williams, Brandon",24.0,"Houston , TX",Texas A&M,Arizona Cardinals,26,180.34,90.72,2nd season,brandonwilliams/2556371
"Meredith, Cameron",24.0,"Berwyn , IL",Illinois State,Chicago Bears,81,190.5,93.89,3rd season,cameronmeredith/2553568
"Ioannidis, Matthew",23.0,"Marlton , NJ",Temple,Washington Redskins,98,190.5,139.71,2nd season,matthewioannidis/2555240
"Annen, Blake",26.0,"Columbus , OH",Cincinnati,Buffalo Bills,86,193.04,112.04,3rd season,blakeannen/2550278
"Ramsey, Jalen",22.0,"Nashville , TN",Florida State,Jacksonville Jaguars,20,185.42,95.71,2nd season,jalenramsey/2555280
"Benjamin, Kelvin",26.0,"Belle Glade , FL",Florida State,Carolina Panthers,13,195.58,111.13,4th season,kelvinbenjamin/2543471
"Hughes, John",29.0,"Columbus , OH",Cincinnati,Tampa Bay Buccaneers,67,187.96,145.15,6th season,johnhughes/2533451
"Garrett, Keyarris",24.0,"Mount Pleasant , TX",Tulsa,Carolina Panthers,15,190.5,97.52,1st season,keyarrisgarrett/2556851
"Zombo, Frank",30.0,"Sterling Heights , MI",Central Michigan,Kansas City Chiefs,51,190.5,115.21,8th season,frankzombo/2507948
"Way, Tress",27.0,"Tulsa , OK",Oklahoma,Washington Redskins,5,185.42,102.06,4th season,tressway/2541903
"Lewis, Roger",23.0,"Lexington , KY",Bowling Green State,New York Giants,82,182.88,88.9,2nd season,rogerlewis/2556592
"Kwiatkoski, Nick",24.0,"Pittsburgh , PA",West Virginia,Chicago Bears,44,187.96,109.77,2nd season,nickkwiatkoski/2555288
"Harrison, James",39.0,"Akron , OH",Kent State,Pittsburgh Steelers,92,182.88,109.77,15th season,jamesharrison/2504844
"Jackson, Vincent",34.0,"Colorado Springs , CO",Northern Colorado,Tampa Bay Buccaneers,83,195.58,104.33,13th season,vincentjackson/2506400
"Simmons, Justin",23.0,"Manassas , VA",Boston College,Denver Broncos,31,187.96,91.63,2nd season,justinsimmons/2555550
"Collins, Maliek",22.0,"Kansas City , KS",Nebraska,Dallas Cowboys,96,187.96,141.07,2nd season,maliekcollins/2555400
"McKinney, Benardrick",24.0,"Bellwood , IL",Mississippi State,Houston Texans,55,193.04,117.93,3rd season,benardrickmckinney/2552490
"Lucas, Cornelius",25.0,"New Orleans , LA",Kansas State,Detroit Lions,77,205.74,149.69,4th season,corneliuslucas/2550221
"Clinton-Dix, Ha Ha",24.0,"Orlando , FL",Alabama,Green Bay Packers,21,185.42,94.35,4th season,hahaclinton-dix/2543470
"Ogbah, Emmanuel",23.0,Lagos Nigeria,Oklahoma State,Cleveland Browns,90,190.5,124.74,2nd season,emmanuelogbah/2555278
"Nelson, Jordy",32.0,"Manhattan , KS",Kansas State,Green Bay Packers,87,190.5,98.43,10th season,jordynelson/1032
"Ford, Dee",26.0,"Odenville , AL",Auburn,Kansas City Chiefs,55,187.96,114.31,4th season,deeford/2543494
"Thuney, Joe",24.0,"Spring Valley , OH",North Carolina State,New England Patriots,62,193.04,138.35,2nd season,joethuney/2555281
"Foster, D.J.",23.0,"Scottsdale , AZ",Arizona State,New England Patriots,27,182.88,88.45,2nd season,d.j.foster/2556528
"Alexander, Lorenzo",34.0,"Oakland , CA",California,Buffalo Bills,57,185.42,111.13,11th season,lorenzoalexander/2506268
"Winston, Jameis",23.0,"Bessemer , AL",Florida State,Tampa Bay Buccaneers,3,193.04,104.78,3rd season,jameiswinston/2552033
"Anderson, Robby",24.0,"Fair Lawn , NJ",Temple,New York Jets,11,190.5,86.18,2nd season,robbyanderson/2556462
"Ingram, Melvin",28.0,"Hamlet , NC",South Carolina,Los Angeles Chargers,54,187.96,112.04,6th season,melviningram/2532870
"Square, Damion",28.0,"Houston , TX",Alabama,Los Angeles Chargers,71,187.96,132.9,5th season,damionsquare/2540003
